Name,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,GroupedPosition
V. Kristiansen,2,1,75,51,62,68,64,71,67,48,56,65,49,67,62,48,61,68,76,75,72,62,76,62,63,82,67,46,68,64,62,55,42,66,66,66,64,10,10,8,12,6,DF
Yuri Ribeiro,2,1,76,51,67,69,65,65,67,46,63,70,53,67,67,50,65,68,76,76,79,64,78,66,76,65,64,46,65,65,63,68,41,71,66,66,63,12,12,13,8,12,DF
I. Lihadji,1,1,77,60,63,74,26,44,63,61,33,67,52,75,62,56,55,73,80,75,76,65,76,61,32,55,44,59,34,23,64,65,61,68,22,28,27,10,7,7,10,13,MF
M. Pazdan,1,2,47,44,57,55,69,71,47,35,65,60,41,47,48,41,63,58,48,46,60,66,68,62,83,50,75,49,83,70,45,64,31,65,71,67,72,15,13,6,16,12,DF
L. Mousset,1,1,77,70,55,70,24,67,54,70,61,61,66,71,62,42,44,70,76,77,72,65,68,76,67,67,76,66,44,22,67,56,68,62,19,20,17,12,14,13,6,16,FW
A. Correa,2,1,76,46,60,58,62,77,68,39,50,63,28,53,48,45,51,55,71,80,83,65,70,64,80,90,72,45,70,68,45,60,58,56,55,66,68,7,14,7,10,12,DF
S. Bossut,1,1,67,70,63,68,44,73,12,13,12,36,11,11,11,15,38,32,42,47,47,63,42,47,65,32,60,16,27,17,16,49,17,47,22,14,13,67,70,63,73,68,GK
G. Frabotta,2,1,67,52,64,66,66,66,68,46,59,68,56,66,63,49,64,71,65,69,58,65,57,56,53,70,68,59,59,63,58,57,43,59,65,70,71,8,6,14,12,8,DF
J. Föhrenbach,1,1,76,39,56,63,67,71,61,29,63,63,27,64,46,39,54,63,66,85,62,61,60,61,87,73,74,41,58,67,38,45,42,54,67,67,67,10,11,7,13,7,DF
A. Teuten,2,1,73,48,65,72,64,68,69,45,53,64,38,72,62,42,67,70,80,68,87,65,70,52,68,76,64,50,66,63,70,68,42,70,67,65,63,15,7,12,9,11,MF
Rúben Lima,1,1,69,56,65,68,68,67,66,49,63,65,59,67,66,70,62,70,69,69,68,68,71,62,73,66,66,70,69,69,62,65,37,69,69,68,66,16,12,6,8,10,DF
F. Kastenmeier,1,1,69,64,67,70,26,67,10,6,14,15,5,12,14,14,19,18,26,25,21,69,28,50,57,25,68,9,16,20,8,42,12,32,12,10,13,69,64,67,67,70,GK
L. Mabiala,0,1,43,44,51,50,68,82,40,40,75,56,33,51,48,37,54,55,42,43,30,64,32,48,66,71,89,50,80,67,27,55,58,58,68,68,66,11,12,12,13,7,DF
V. Hedenstad,2,1,75,54,64,67,61,70,67,46,52,66,46,65,69,71,57,65,77,74,77,67,76,75,63,85,65,53,67,59,58,62,45,65,60,66,64,12,16,7,7,7,DF
O. Kanté,2,2,35,35,51,55,68,82,39,33,72,62,28,53,47,30,53,57,34,35,48,66,57,43,82,79,88,31,71,67,43,47,40,65,67,68,67,11,10,8,7,10,DF
J. Sargent,2,2,73,70,61,68,48,82,58,71,71,65,67,67,62,56,59,66,73,73,76,70,65,76,78,88,82,64,73,52,78,60,59,67,45,45,33,8,7,9,8,9,FW
V. Vorel,1,1,71,67,70,72,35,68,12,7,14,24,6,5,12,13,16,15,37,32,41,55,27,53,58,16,25,8,22,8,7,22,10,33,16,11,14,71,67,70,68,72,GK
J. Madrid,1,1,74,43,58,66,66,67,64,43,59,67,40,65,46,42,60,66,76,72,72,66,67,43,59,74,70,40,55,63,57,42,41,61,66,69,66,10,12,8,10,15,DF
M. de Wit,2,1,77,49,65,68,61,71,68,42,58,69,52,72,43,52,66,69,78,76,54,65,63,44,76,84,67,62,62,61,67,62,49,62,57,65,64,6,10,14,7,14,MF
J. Verlaat,1,1,53,26,47,55,68,77,29,21,69,63,35,49,25,27,58,60,51,55,55,63,54,41,34,64,91,17,69,67,23,39,35,64,66,71,69,12,8,12,9,10,DF
Pedro Miguel,1,1,74,38,60,61,65,77,65,35,58,61,29,60,49,35,64,64,72,75,61,59,57,45,65,83,77,34,71,66,58,59,33,62,64,65,69,11,10,15,7,9,DF
M. Enoumba,1,2,81,58,58,61,68,74,42,50,74,66,49,57,49,68,62,66,84,78,65,61,64,65,70,70,81,68,60,65,69,58,60,50,66,70,68,8,13,6,11,6,DF
E. Mosquera,2,1,83,56,62,69,17,60,71,55,51,61,52,70,49,31,65,68,82,84,79,60,66,62,67,68,68,51,29,11,69,65,54,52,17,10,18,9,9,5,10,7,MF
M. Al Owais,1,1,74,64,55,72,46,66,14,20,20,27,12,14,16,16,26,17,44,49,37,66,61,41,74,35,62,12,17,24,10,55,19,57,13,20,13,74,64,55,66,72,GK
O. Rashid,1,1,69,65,70,72,56,63,68,58,45,69,66,70,80,77,67,73,69,69,71,73,77,74,57,75,57,70,63,59,65,70,72,79,61,58,40,15,8,9,11,7,MF
Emidio Hoffman,1,1,50,53,56,55,70,72,54,48,69,62,52,49,48,44,65,65,47,52,44,64,53,64,66,70,76,54,66,70,42,48,53,57,71,68,74,13,19,18,18,10,DF
T. Casasola,2,2,63,51,66,65,67,77,69,58,68,69,35,66,48,41,66,68,64,63,63,58,50,48,75,73,82,38,70,64,70,66,47,65,62,71,73,13,13,11,13,11,DF
A. Costa,2,1,70,29,57,62,70,71,55,22,65,65,31,59,34,32,59,60,69,70,71,65,66,35,74,73,69,26,74,72,53,56,46,71,69,73,69,10,5,6,11,8,DF
O. Djoco,1,1,71,67,70,71,27,64,12,10,14,21,7,14,15,16,20,16,30,22,21,62,23,53,55,29,67,8,21,9,4,33,29,32,12,12,11,71,67,70,64,71,GK
S. Al Najai,1,1,73,65,64,70,57,63,64,68,59,69,55,67,57,48,62,73,76,70,76,65,64,65,66,66,66,64,52,55,74,64,50,71,52,62,56,8,7,8,9,6,MF
J. Sørensen,1,2,65,55,64,67,68,70,58,47,66,69,56,63,72,44,65,69,64,66,73,68,66,65,73,79,69,68,61,70,59,62,39,80,69,68,65,14,9,14,11,6,MF
J. Lopy,2,1,71,63,61,65,65,79,55,68,64,65,42,62,47,53,66,66,73,70,75,67,58,62,89,91,78,62,66,69,63,63,56,66,60,67,63,15,16,12,11,10,MF
M. Sørensen,0,1,53,34,53,58,69,73,54,43,66,64,29,55,31,25,64,62,51,54,51,73,54,20,69,64,79,26,68,72,41,39,32,68,74,66,61,6,13,12,14,11,DF
Bruno Fagundeiro,1,1,65,66,70,70,55,60,67,60,57,71,66,70,70,71,69,72,66,64,67,67,75,75,44,69,63,71,45,60,64,74,69,68,55,53,48,5,12,13,10,6,MF
T. Breithaupt,0,1,55,38,60,57,68,68,40,32,57,73,41,57,37,28,68,64,40,67,45,62,41,42,50,84,66,53,58,65,29,65,31,58,74,68,65,11,10,12,8,10,MF
M. Fall,1,2,61,36,49,45,67,81,35,27,74,62,30,40,38,20,56,51,60,61,37,58,36,59,87,71,90,31,71,65,49,47,39,63,64,70,66,10,13,15,15,6,DF
M. Marić,1,1,71,70,53,64,28,71,45,70,68,62,59,69,39,50,39,63,70,71,49,66,44,71,68,64,81,70,54,19,72,58,72,64,27,23,19,6,6,8,14,14,FW
Z. Clark,1,1,69,65,71,73,31,72,10,16,25,30,12,12,11,12,19,24,31,31,60,55,51,53,50,24,66,13,37,19,13,60,24,55,15,14,12,69,65,71,72,73,GK
M. Daramy,1,1,87,59,60,73,25,70,59,61,44,64,54,75,58,49,53,71,86,87,83,60,77,62,76,74,72,51,57,21,65,63,51,62,25,25,17,9,7,9,13,11,MF
Y. Sarı,2,0,80,65,64,75,32,40,68,59,39,64,59,76,74,64,58,71,82,78,84,65,92,76,53,55,33,70,36,30,63,60,57,64,34,27,34,11,9,6,10,11,MF
Césario Limberg,1,1,56,50,57,49,70,72,57,52,76,65,49,44,51,55,61,55,55,56,46,70,35,53,68,58,88,44,49,58,31,44,62,60,70,75,74,9,15,7,9,11,DF
G. Abrego,2,1,65,53,67,69,60,77,51,50,54,74,37,68,49,48,73,73,63,66,72,65,66,65,75,80,75,52,80,59,61,73,47,59,61,60,61,12,15,11,13,13,MF
R. Grant,2,1,73,59,64,65,64,77,66,58,55,67,53,63,59,48,59,66,75,71,70,65,73,61,79,84,76,59,72,66,65,64,56,68,63,66,65,16,15,16,7,10,DF
C. Petrila,1,1,89,62,64,71,34,56,67,64,36,61,38,71,62,66,68,68,86,92,85,64,80,64,61,65,51,63,55,32,63,64,46,60,36,33,32,5,9,8,6,14,MF
A. Bernier,2,1,81,62,63,73,36,63,63,62,49,64,52,74,65,63,58,67,85,78,86,65,81,63,80,68,59,62,62,27,65,66,55,64,34,39,36,11,6,8,11,10,MF
V. Sierro,1,1,65,59,65,65,61,73,48,53,49,73,46,65,54,45,71,66,65,65,62,70,64,66,62,82,73,64,63,62,60,70,68,69,60,65,60,12,8,9,15,11,MF
S. Rhein,1,1,60,50,69,67,65,68,68,46,53,70,33,64,70,69,70,68,67,54,71,67,72,58,52,78,67,56,64,66,46,69,43,67,66,67,66,11,14,13,5,8,MF
L. Sernicola,0,2,58,40,60,63,67,67,67,33,64,65,28,63,47,61,50,65,56,60,47,68,73,46,71,75,67,48,55,70,42,57,56,63,67,67,66,13,15,7,9,7,DF
Vitor Carvalho,1,1,66,57,60,67,66,70,46,56,53,67,52,66,62,33,70,70,68,64,63,68,61,64,80,69,74,55,59,68,65,62,49,62,67,69,66,7,14,8,7,13,MF
L. Pétrot,1,1,64,32,46,54,70,71,57,33,68,52,34,51,37,38,40,55,63,65,58,64,55,28,67,62,78,30,67,67,42,35,44,50,69,72,73,15,8,7,11,7,DF
J. Collins,2,1,78,36,58,70,66,68,65,29,57,67,35,70,56,32,49,68,80,77,77,67,74,42,70,64,69,38,71,67,61,49,34,65,66,68,66,8,6,10,7,10,DF
L. Lamprou,1,1,84,67,59,71,31,66,57,69,61,64,61,71,63,49,50,72,83,84,78,65,60,67,58,74,64,67,65,28,68,59,62,63,32,26,23,12,14,13,7,11,FW
M. Bradley,1,1,37,60,71,67,63,70,70,54,58,74,66,70,74,63,71,73,40,34,36,68,60,72,30,70,74,62,71,65,50,66,58,74,62,64,62,7,14,16,16,16,MF
A. Preciado,1,1,88,55,62,70,27,46,70,65,45,62,42,73,49,50,55,63,90,87,72,70,80,51,55,60,47,36,26,24,61,65,60,63,22,29,20,6,11,10,9,15,MF
Kim Young Kwang,1,1,66,73,65,67,58,70,13,15,15,39,16,11,18,13,36,16,56,61,27,65,51,49,67,30,63,15,33,26,11,41,23,63,17,13,17,66,73,65,70,67,GK
A. Wilkinson,1,2,31,45,54,50,69,76,33,36,68,67,53,40,37,33,59,60,32,31,49,61,52,60,74,75,79,46,71,69,50,57,44,61,69,71,68,13,12,13,10,8,DF
A. Connolly,1,0,75,69,50,71,20,64,40,68,65,65,67,69,32,43,42,72,78,73,77,72,76,73,71,67,61,67,68,16,70,47,61,63,12,18,15,12,8,12,13,12,FW
E. Remedi,1,2,47,49,59,63,66,81,51,40,62,67,34,60,38,52,65,65,55,41,60,69,70,61,60,76,85,59,84,68,50,57,50,64,64,70,63,14,14,11,9,10,DF
C. O'Dowda,2,1,81,60,66,70,49,65,69,61,56,67,52,70,68,57,64,70,81,81,80,67,72,64,78,72,67,58,47,46,61,64,58,56,52,49,42,14,14,7,14,10,FW
J. Green,1,0,70,67,65,73,33,60,68,67,55,67,69,71,65,63,59,74,78,64,85,70,82,65,65,77,59,68,38,28,69,61,61,64,29,34,27,14,9,8,10,12,MF
M. Aguirregaray,2,0,67,58,66,66,67,70,78,51,62,65,69,68,72,57,58,63,66,68,68,59,71,65,65,65,72,61,72,68,69,62,63,70,66,68,66,11,16,10,8,9,DF
R. Onyedika,1,2,76,53,61,65,65,77,51,55,56,67,51,63,56,38,64,69,77,75,67,67,58,57,73,86,75,46,74,68,53,63,48,55,64,68,65,9,5,12,13,11,MF
I. Poveda,1,1,79,54,60,76,33,52,66,59,27,64,45,76,49,36,48,74,84,74,82,66,88,52,40,60,55,49,39,27,59,63,47,66,35,36,31,7,9,7,8,11,MF
J. Hugill,2,2,65,67,54,65,38,84,53,70,76,63,63,65,55,36,39,67,68,63,64,66,62,73,85,75,85,57,90,28,69,57,62,64,38,32,34,15,7,14,13,14,FW
S. Fortes,0,1,36,40,53,49,69,82,51,41,73,60,24,38,27,29,59,58,34,38,58,62,45,34,53,75,90,54,76,64,23,51,36,61,69,71,68,11,8,8,15,7,DF
K. Gorré,1,1,80,67,62,71,33,62,64,66,37,63,58,71,64,60,50,70,77,83,76,68,72,72,48,66,67,68,48,36,64,68,58,60,27,36,33,7,16,8,13,10,FW
C. Noone,2,1,70,64,68,69,54,67,73,62,52,65,66,68,74,63,67,70,71,69,72,63,76,65,66,78,64,66,61,58,63,69,61,67,50,56,52,9,11,6,16,13,MF
E. Segura,0,2,61,30,49,57,68,74,23,31,65,72,25,49,23,30,67,64,58,63,61,67,59,36,82,71,77,22,69,69,26,32,30,66,67,70,69,12,12,13,6,13,DF
Raúl Lizoain,1,1,67,69,63,67,50,69,11,12,15,15,14,12,13,16,22,15,47,55,67,67,58,47,70,42,52,12,24,20,14,44,24,53,14,14,13,67,69,63,69,67,GK
D. Ndoye,1,2,79,64,63,71,34,61,65,64,52,67,58,72,58,57,53,70,80,78,74,64,72,70,58,61,64,61,56,29,67,64,60,63,34,33,31,10,14,10,15,12,MF
J. Fejzić,1,1,70,63,52,74,23,70,11,11,13,23,8,15,12,15,16,24,18,30,25,62,20,39,49,27,75,9,34,14,8,32,20,13,12,13,14,70,63,52,70,74,GK
R. Renner,1,1,81,61,64,67,62,66,67,62,64,66,57,67,62,43,63,65,81,81,76,65,72,64,81,82,53,58,73,63,60,64,63,67,59,65,62,7,8,13,9,13,DF
D. Holmes,1,2,79,58,66,73,64,61,66,56,52,69,61,71,58,48,63,70,83,76,85,68,92,58,64,79,42,61,84,63,66,68,54,65,66,66,66,8,10,12,10,9,MF
Léo Andrade,1,1,65,39,44,46,70,72,35,36,69,55,42,33,25,29,50,55,62,67,53,66,66,53,74,68,75,29,68,71,32,36,48,52,69,71,66,9,12,11,13,6,DF
J. Cristaldo,2,1,67,71,63,72,29,70,59,71,69,68,70,73,67,49,58,68,65,69,75,61,77,74,63,68,71,69,73,35,64,62,65,77,19,23,21,13,13,16,12,9,FW
W. Cartagena,1,1,73,55,59,65,67,78,47,49,68,67,39,62,57,45,68,68,77,70,76,56,75,73,86,80,73,59,86,70,48,55,39,54,65,66,65,15,13,8,8,14,DF
L. Itter,2,1,71,42,62,68,68,62,67,40,65,68,31,70,63,49,63,68,69,73,68,63,65,53,70,67,61,37,58,65,57,49,41,58,68,71,65,10,14,13,7,12,DF
D. Jensen,1,1,66,65,63,69,42,74,12,13,18,23,13,14,15,15,26,22,48,34,38,64,57,47,58,37,79,17,36,19,15,51,11,55,12,14,18,66,65,63,74,69,GK
Jhonatan,1,1,72,68,69,72,33,65,18,12,14,23,12,12,12,15,21,15,31,35,34,62,50,52,60,34,62,16,22,25,10,61,11,30,13,17,12,72,68,69,65,72,GK
M. Fossati,1,2,67,63,67,68,60,69,51,56,52,72,55,63,65,68,74,73,66,68,78,65,71,74,58,80,65,70,69,54,61,70,65,67,64,63,59,9,15,15,12,14,MF
M. Modolo,1,2,59,45,49,48,68,79,40,42,76,62,41,40,22,26,58,52,52,65,57,63,50,61,84,73,86,41,68,63,40,42,38,62,66,70,65,8,5,7,6,15,DF
Joel Pereira,2,1,70,41,67,66,64,65,73,34,49,67,50,67,66,51,71,67,72,69,69,61,69,53,57,77,64,40,52,67,53,62,42,50,63,66,65,14,9,6,13,9,DF
A. Asad,1,1,69,64,67,76,33,47,68,67,43,69,70,76,70,53,67,76,73,65,85,61,76,61,54,50,40,63,60,28,65,65,50,75,37,27,34,9,12,7,7,8,FW
M. Hoyos,2,1,77,68,65,69,39,70,59,69,65,67,65,67,67,61,62,68,75,78,75,69,80,70,71,73,72,67,59,43,72,68,60,64,50,22,21,14,6,12,12,15,MF
Y. Niakaté,2,1,87,70,58,67,26,67,58,70,61,64,68,66,53,45,46,63,88,87,83,66,67,72,84,66,72,70,53,23,71,62,66,71,24,20,18,9,12,9,12,12,FW
T. Isherwood,1,2,55,33,45,45,68,84,25,25,68,52,23,42,21,27,57,50,49,59,33,56,44,67,67,75,88,21,89,64,28,55,36,54,71,70,65,10,14,11,6,6,DF
J. Frick,1,1,68,67,68,70,44,67,20,4,13,33,8,13,12,8,29,27,42,48,42,67,43,51,60,28,71,9,26,19,9,11,15,36,11,19,14,68,67,68,67,70,GK
T. Pekhart,1,1,59,70,54,57,33,76,36,69,75,67,68,58,46,46,45,64,48,68,34,67,36,74,73,68,89,65,56,28,74,59,73,71,31,27,24,12,15,16,10,16,FW
P. Pomykal,2,1,74,57,70,72,61,69,65,51,42,74,56,73,63,65,69,67,77,71,81,66,82,62,68,80,67,63,58,51,65,70,59,73,71,66,57,10,6,13,6,11,MF
S. Dann,0,1,31,40,48,48,71,64,30,40,76,57,29,40,30,29,61,58,29,32,36,67,50,52,72,31,78,32,66,71,36,48,30,68,70,72,68,6,10,15,7,9,DF
C. Walton,1,1,70,69,65,70,35,67,13,17,15,45,18,19,11,11,44,22,37,33,32,65,29,49,51,28,52,14,20,11,7,49,23,42,8,11,14,70,69,65,67,70,GK
M. Höger,0,1,35,66,67,66,67,73,65,63,63,70,65,66,70,57,66,68,36,34,61,67,63,71,73,70,75,66,71,69,64,66,66,72,68,68,65,6,14,16,10,14,MF
F. Tingager,1,2,55,33,52,53,67,82,40,29,74,67,30,53,40,21,61,59,54,55,32,66,38,45,77,78,90,30,70,66,29,40,30,63,68,66,64,11,14,13,15,14,DF
M. Diaw,1,1,71,69,67,73,43,67,17,19,22,31,16,19,18,19,23,24,44,42,33,54,36,50,65,31,72,17,29,18,13,37,29,33,22,19,18,71,69,67,67,73,GK
C. Esparragoza,1,2,64,66,65,68,64,67,55,71,60,70,58,69,55,58,69,71,63,65,60,67,62,55,55,70,70,66,60,69,71,68,63,55,55,71,65,13,14,13,15,10,MF
V. Misidjan,1,1,87,58,62,75,29,57,61,59,41,65,61,75,70,65,52,72,88,86,88,65,84,57,72,65,54,55,53,32,63,62,54,64,29,24,22,12,7,8,10,7,FW
J. Daland,1,1,63,40,51,56,69,72,38,39,72,63,28,49,37,28,61,64,55,69,53,67,57,55,68,67,77,31,66,68,37,43,36,56,70,68,66,14,14,6,9,9,DF
N. Dyhr,2,2,81,55,62,67,62,67,66,55,52,66,49,65,57,45,60,68,77,84,75,62,77,64,67,76,66,47,58,62,64,57,52,64,62,65,62,13,13,11,8,11,DF
I. Ogbu,1,1,79,39,53,57,68,78,42,40,69,64,34,49,40,30,60,61,77,81,73,64,71,45,83,73,85,34,66,67,31,47,33,58,70,67,65,9,7,9,7,12,DF
R. D'Haese,1,1,78,57,62,71,53,50,66,61,38,66,63,70,44,46,64,71,79,77,77,63,73,63,71,72,42,38,37,52,66,60,48,68,58,54,54,6,10,7,11,14,MF
D. Quiñones,2,1,91,61,62,71,46,63,61,56,44,63,33,73,63,76,60,66,91,91,83,55,82,70,83,82,56,70,54,54,63,61,57,59,48,41,37,12,10,13,13,13,MF
Montero,1,1,65,29,52,60,71,67,44,27,68,67,29,55,33,25,59,65,64,66,59,71,65,37,40,59,73,26,69,73,23,40,40,67,69,72,70,7,14,13,11,6,DF
K. Arase,1,1,91,60,59,72,31,47,62,64,42,60,56,72,55,42,55,70,92,91,89,61,86,58,84,68,31,54,53,34,63,61,52,56,31,24,31,12,11,11,8,9,MF
K. Stewart,1,2,64,53,61,66,68,70,55,51,63,69,25,66,41,30,66,66,67,62,68,65,65,64,68,68,70,54,72,67,52,62,44,66,67,71,69,13,7,8,10,13,MF
A. Andrade,2,1,72,51,59,64,68,75,61,48,68,63,38,64,43,36,65,66,73,71,59,71,58,62,71,79,76,52,70,72,59,56,39,67,67,67,66,8,5,7,10,8,DF
P. Hetemaj,2,2,68,61,69,70,68,73,70,54,58,70,68,69,71,65,69,70,67,68,71,69,80,68,91,78,65,67,80,69,66,69,69,71,70,69,70,13,11,8,9,6,MF
O. Sail,1,1,74,68,53,70,49,65,16,18,11,27,16,20,18,12,31,27,49,49,51,68,49,40,69,45,66,11,30,19,11,33,21,39,12,13,13,74,68,53,65,70,GK
M. Raab,1,1,70,70,68,69,25,70,11,5,10,32,8,12,14,13,23,24,30,18,24,58,34,51,47,23,45,8,27,9,7,33,17,39,6,12,11,70,70,68,70,69,GK
N. Mantl,1,1,70,69,66,71,33,67,12,8,15,18,7,13,14,11,18,9,36,29,34,55,42,50,56,33,69,6,18,18,4,30,15,35,7,11,13,70,69,66,67,71,GK
W. Trapp,1,2,51,50,65,69,64,68,53,40,54,70,53,67,68,65,69,71,52,50,66,71,70,70,61,78,64,52,65,65,51,66,53,70,63,67,65,8,11,9,6,10,MF
T. Naylor,1,2,64,61,63,62,67,81,56,56,66,67,51,60,55,52,66,62,64,64,66,64,63,72,73,90,80,68,75,67,55,64,52,63,67,67,66,8,13,9,10,8,MF
A. Ait El Hadj,1,1,73,58,68,76,44,63,63,57,32,73,58,76,65,63,68,76,77,69,83,65,92,66,74,83,53,56,62,44,57,68,36,66,46,48,38,6,14,9,13,8,MF
A. Hunou,2,1,74,68,65,70,47,69,65,67,62,71,72,69,68,62,58,71,75,74,74,70,73,70,66,70,69,66,69,45,71,61,71,70,44,48,46,8,7,13,8,8,FW
K. Jóźwiak,1,0,90,55,60,72,42,63,64,58,41,63,49,73,61,34,56,68,90,90,85,62,81,60,52,70,68,45,45,33,63,62,52,62,47,44,35,10,14,8,9,13,MF
Miguel,2,1,71,68,52,67,31,71,40,70,72,65,57,66,46,39,47,68,70,71,73,62,67,74,76,63,80,60,55,15,68,49,70,58,38,24,22,12,11,9,13,7,FW
R. Riou,1,1,69,66,65,68,48,70,14,11,12,48,13,12,13,15,34,23,45,53,39,69,51,49,61,32,75,13,29,28,18,42,23,48,14,13,12,69,66,65,70,68,GK
M. van de Ven,2,1,80,43,56,60,68,74,58,37,71,62,47,60,37,34,65,62,70,88,56,67,49,48,66,66,81,51,68,66,48,46,39,67,65,69,72,7,13,13,11,7,DF
S. van der Water,2,1,81,68,61,70,41,65,66,69,50,64,58,71,67,43,59,68,77,84,76,66,63,73,45,68,64,64,68,24,65,55,67,66,36,52,45,8,9,10,14,6,MF
Rober Ibáñez,1,1,75,66,69,71,48,52,67,68,52,69,59,69,73,71,66,70,73,76,79,68,85,68,56,46,54,64,52,56,67,70,63,66,41,49,42,11,10,9,12,11,MF
W. Burns,2,2,92,63,60,69,58,65,64,64,59,62,51,68,53,46,56,66,91,92,84,66,87,67,76,88,61,60,44,54,65,60,63,58,60,59,57,8,13,13,8,9,MF
Y. Fofana,1,1,70,66,65,70,41,66,11,5,14,15,6,7,11,10,24,12,40,43,35,65,29,49,58,26,77,6,25,10,4,30,11,22,11,11,14,70,66,65,66,70,GK
R. Gagliolo,0,1,67,50,53,63,69,69,61,43,68,66,40,56,37,34,57,66,66,67,70,69,78,66,82,69,69,57,67,68,36,26,38,67,69,70,70,7,9,12,8,14,DF
M. Avilés,2,2,68,64,69,68,64,64,65,58,55,70,52,68,68,70,67,70,68,68,65,68,66,70,65,70,65,70,55,61,65,75,71,65,63,70,65,7,14,15,6,8,MF
M. van der Maarel,2,2,58,40,61,62,70,71,58,31,64,69,35,55,45,40,65,67,53,62,66,68,70,60,69,78,65,35,78,73,49,55,50,66,70,70,69,9,8,10,7,8,DF
Aleix Febas,1,1,67,61,71,72,60,66,67,58,36,74,58,69,70,63,71,68,69,66,88,68,84,67,57,74,60,63,72,66,65,72,58,74,62,62,64,6,10,6,9,7,MF
C. Teuchert,1,1,73,67,58,72,35,64,62,69,65,66,62,73,57,37,55,71,77,70,78,67,75,68,67,68,66,62,51,40,69,49,64,62,35,27,20,8,13,16,11,8,FW
Zé Uilton,1,1,75,63,64,71,31,55,68,67,40,68,54,71,64,35,59,70,77,74,76,67,75,63,59,81,48,57,40,25,65,63,58,63,23,39,36,9,7,8,7,6,FW
J. Delgado,1,1,76,63,64,72,60,66,69,63,65,66,59,73,63,40,61,70,79,74,77,67,73,66,67,74,66,59,58,60,67,66,64,62,60,57,61,14,6,13,10,11,FW
Á. Peña,2,1,74,69,68,71,34,49,65,65,55,68,59,70,75,77,64,67,75,73,81,70,84,75,60,65,38,77,53,32,67,70,65,66,35,29,28,11,7,7,13,14,MF
M. Hoedemakers,1,1,60,57,69,66,64,73,66,44,48,72,54,66,72,70,71,68,67,55,64,64,63,75,61,85,72,69,61,69,60,65,45,66,65,64,62,9,9,8,7,7,MF
K. Daněk,1,1,69,59,68,71,26,49,69,63,31,70,43,72,45,63,64,70,71,68,74,65,72,58,55,58,44,57,48,23,67,71,45,68,28,23,33,12,9,13,11,14,MF
Pablo Torre,1,1,74,59,71,69,42,54,67,58,41,74,46,65,73,74,70,73,76,72,76,64,81,56,55,72,48,67,44,36,62,71,62,66,39,48,46,15,10,15,10,9,MF
U. Bonnet,2,2,74,70,53,66,30,73,43,72,66,63,65,64,44,48,39,67,71,77,70,65,69,70,81,83,76,68,52,26,72,61,69,68,29,23,21,11,10,10,12,8,FW
Y. Njie,1,1,76,68,57,70,40,69,54,68,69,62,67,70,65,55,40,72,75,77,65,69,58,73,63,70,73,67,58,39,65,60,60,73,40,33,29,9,11,5,7,9,FW
Anderson Oliveira,2,1,76,69,58,66,27,70,58,71,62,61,65,66,64,56,45,69,74,77,60,67,58,75,62,75,71,59,62,20,68,59,66,63,24,24,21,12,5,14,9,14,FW
F. Coman,1,0,81,67,68,68,37,65,66,64,56,70,63,66,70,70,65,67,80,81,79,65,67,73,62,68,66,72,58,33,67,68,63,64,41,32,30,15,13,13,7,12,MF
C. Kipré,1,2,68,35,49,46,67,82,39,30,67,59,32,40,37,32,52,51,64,72,44,63,41,53,66,66,92,30,81,67,29,44,36,56,66,67,65,9,10,7,7,14,DF
M. Al Kuwaykibi,2,1,84,66,64,72,27,54,67,65,42,63,67,70,69,59,61,70,87,81,90,58,93,67,79,70,50,68,36,24,65,65,56,57,29,22,24,7,13,10,7,12,MF
M. Høibråten,1,1,71,33,51,61,67,80,43,19,67,65,30,57,39,26,60,63,67,75,64,66,69,53,91,81,80,44,75,66,30,39,40,59,67,67,65,7,11,15,8,8,DF
Cantero,2,1,87,66,64,72,28,65,67,64,62,71,64,74,45,48,60,71,84,90,77,66,75,74,64,76,67,63,48,25,68,62,59,62,24,24,25,12,14,14,15,9,MF
C. Bayala,1,0,79,62,63,69,41,68,66,60,59,67,55,70,60,41,63,69,77,81,74,60,63,68,60,76,72,60,49,30,64,60,67,64,44,40,38,7,13,6,8,10,MF
Y. Moukoko,1,1,84,68,54,77,32,60,44,75,57,64,69,78,68,39,39,75,82,86,84,62,85,65,71,64,64,59,43,29,67,59,60,66,29,31,25,13,13,11,10,13,FW
Joni Montiel,1,0,70,66,69,73,50,55,66,63,45,69,62,73,71,74,68,72,75,66,80,61,81,71,47,60,51,70,59,48,64,72,62,68,57,48,46,10,12,10,9,6,MF
R. Lagos,1,1,77,36,67,66,63,60,72,28,55,71,29,64,58,43,66,68,77,77,65,65,79,51,60,71,58,28,51,65,66,66,47,60,61,66,62,14,6,6,6,9,DF
Bermejo,1,1,77,58,66,74,41,53,61,59,38,68,41,74,64,72,60,72,73,80,86,68,83,60,54,58,56,61,40,46,59,69,44,67,38,44,35,9,12,11,12,11,MF
